User,Article,Message,Price,Currency,Date,Status,Platform
zakydob,💎(200) شحن تصريح المستوي,13430569804,349,points,"4/6/2026, 7:56:53 PM",Delivered,kick
Islam_alg20,💎 شحن 110 جوهرة ,1272649765,399,points,"4/6/2026, 7:56:53 PM",Delivered,kick
kero1288464,شعار الأوجي المميز ,,199,points,"4/6/2026, 7:56:23 PM",Delivered,kick
mar3wn,💎 شحن 110 جوهرة ,2270652660,399,points,"4/6/2026, 7:56:23 PM",Delivered,kick
ilyas_690,💎(200) شحن تصريح المستوي,!shop buy 3 11139953275,349,points,"4/6/2026, 7:56:23 PM",Delivered,kick
abdo4439,💎 شحن 110 جوهرة ,3030225487,399,points,"4/6/2026, 7:55:53 PM",Delivered,kick
mar3wn,💎 شحن 110 جوهرة ,2270652660,399,points,"4/6/2026, 7:55:53 PM",Delivered,kick
44YASSER,💎 (450) شحن عضوية اسبوعية,5291188059,799,points,"4/6/2026, 7:55:53 PM",Delivered,kick
Madridi287,💎(200) شحن تصريح المستوي,13584646082,349,points,"4/6/2026, 7:55:53 PM",Delivered,kick
eldarsh1g8,💎 شحن 110 جوهرة ,3290846961,399,points,"4/6/2026, 7:55:53 PM",Delivered,kick
ilyas_690,💎(200) شحن تصريح المستوي,11139953275,349,points,"4/6/2026, 7:55:53 PM",Delivered,kick
maybe_so,💎 (450) شحن عضوية اسبوعية,8570934821,799,points,"4/6/2026, 7:55:53 PM",Delivered,kick
AHMADFF2009,💎 (450) شحن عضوية اسبوعية,702239214,799,points,"4/6/2026, 7:55:23 PM",Delivered,kick
Missio_naries,💎 شحن 110 جوهرة ,11319843268,399,points,"4/6/2026, 7:55:23 PM",Delivered,kick
Mjgfkgv,💎 (450) شحن عضوية اسبوعية,9232705643,799,points,"4/6/2026, 7:55:23 PM",Delivered,kick
abodemhmb,💎(200) شحن تصريح المستوي,9738449786,349,points,"4/6/2026, 7:54:53 PM",Delivered,kick
FIXAA_TOP_1,💸 تحويل 50 جنيه كاش,01080228430,399,points,"4/6/2026, 7:54:53 PM",Delivered,kick
RAJAWI881,💎 شحن 110 جوهرة ,10978728803,399,points,"4/6/2026, 7:54:53 PM",Delivered,kick
Mkrem0akrm,💎 (450) شحن عضوية اسبوعية,2050936060,799,points,"4/6/2026, 7:54:53 PM",Delivered,kick
Tamam070,💎 شحن 110 جوهرة ,12602592135,399,points,"4/6/2026, 7:54:53 PM",Delivered,kick
FIXAA_TOP_1,💸 تحويل 50 جنيه كاش,01080228430,399,points,"4/6/2026, 7:54:23 PM",Delivered,kick
Missio_naries,💎 شحن 110 جوهرة ,11319843268,399,points,"4/6/2026, 7:53:53 PM",Delivered,kick
SAMED121212,شعار الأوجي المميز ,,199,points,"4/6/2026, 7:53:53 PM",Delivered,kick
AliMtuff,💎 شحن 110 جوهرة ,3586697323,399,points,"4/6/2026, 7:53:23 PM",Delivered,kick
m05357273105,💎 شحن 110 جوهرة ,13176675537,399,points,"4/6/2026, 7:52:53 PM",Delivered,kick
adbox544,💎 شحن 110 جوهرة ,8191792571,399,points,"4/6/2026, 7:52:53 PM",Delivered,kick
DarkKaha,💎(200) شحن تصريح المستوي,12238219811,349,points,"4/6/2026, 7:52:53 PM",Delivered,kick
mjidee,💎 شحن 110 جوهرة ,!shop buy 4 3212124688,399,points,"4/6/2026, 7:52:23 PM",Delivered,kick
Tosf6,💎 شحن 110 جوهرة ,9473826434,399,points,"4/6/2026, 7:52:23 PM",Delivered,kick
LG_L3VI110K,💸 تحويل 50 جنيه كاش,01286359017,399,points,"4/6/2026, 7:52:23 PM",Delivered,kick
SAMED121212,💎 شحن 110 جوهرة ,7781415612,399,points,"4/6/2026, 7:52:23 PM",Delivered,kick
Tosf6,💎 شحن 110 جوهرة ,9473826434,399,points,"4/6/2026, 7:52:23 PM",Delivered,kick
yoyo_iyh,شعار الأوجي المميز ,,199,points,"4/6/2026, 7:52:23 PM",Delivered,kick
mohmd_72,💎(200) شحن تصريح المستوي,14732652336 + بكرا جيب حسابات ببجي,349,points,"4/6/2026, 7:51:53 PM",Delivered,kick
OSTORA544,💎 شحن 110 جوهرة ,8191792571,399,points,"4/6/2026, 7:51:53 PM",Delivered,kick
Yacineboudra,💎 شحن 110 جوهرة ,9725238965,399,points,"4/6/2026, 7:51:53 PM",Delivered,kick
mohmd_72,💎(200) شحن تصريح المستوي,14732652336 + بكرا جيب حسابات ببجي,349,points,"4/6/2026, 7:51:53 PM",Delivered,kick
LG_L3VI110K,💸 تحويل 50 جنيه كاش,01286359017,399,points,"4/6/2026, 7:51:53 PM",Delivered,kick
anase1978,💎 شحن 110 جوهرة ,1585920272,399,points,"4/6/2026, 7:51:53 PM",Delivered,kick
hasnone,💎 شحن 110 جوهرة ,7973605267,399,points,"4/6/2026, 7:51:23 PM",Delivered,kick
Forlaz9,🍄‍🟫 شحن 60 شدة ببجي,5897326432,399,points,"4/6/2026, 7:51:23 PM",Delivered,kick
ALK_LOVE,💸 تحويل 50 جنيه كاش,01286359017,399,points,"4/6/2026, 7:51:23 PM",Delivered,kick
YAHIA_2100,💎 شحن 110 جوهرة ,3253898875,399,points,"4/6/2026, 7:51:23 PM",Delivered,kick
HazemHossam17,🍄‍🟫 شحن 60 شدة ببجي,510533806,399,points,"4/6/2026, 7:51:23 PM",Delivered,kick
ALK_NICER,💸 تحويل 50 جنيه كاش,01286359017,399,points,"4/6/2026, 7:50:53 PM",Delivered,kick
yassine12_34,💎 شحن 110 جوهرة ,12475210294,399,points,"4/6/2026, 7:50:53 PM",Delivered,kick
GO321,💎 شحن 110 جوهرة ,!8412021755,399,points,"4/6/2026, 7:50:53 PM",Delivered,kick
86523,💎 شحن 110 جوهرة ,7313558941,399,points,"4/6/2026, 7:50:53 PM",Delivered,kick
fawazokab,💎 شحن 110 جوهرة ,8310799547,399,points,"4/6/2026, 7:50:53 PM",Delivered,kick
charbel1622,💎 شحن 110 جوهرة ,8220721168,399,points,"4/6/2026, 7:50:23 PM",Delivered,kick
ossamazya_di,شعار الأوجي المميز ,,199,points,"4/6/2026, 7:50:23 PM",Delivered,kick
mamlm,💎 شحن 110 جوهرة ,3393277739,399,points,"4/6/2026, 7:50:23 PM",Delivered,kick
a34aicloudcom,🍄‍🟫 شحن 60 شدة ببجي,51447328615,399,points,"4/6/2026, 7:50:23 PM",Delivered,kick
Utdiyrdyurdutrdiytf,💎 شحن 110 جوهرة ,9906900851,399,points,"4/6/2026, 7:49:53 PM",Delivered,kick
Idbckdmf,💎(200) شحن تصريح المستوي,14638756829,349,points,"4/6/2026, 7:49:53 PM",Delivered,kick
adem257468,💎(200) شحن تصريح المستوي,2989188666,349,points,"4/6/2026, 7:49:53 PM",Delivered,kick
LG_LOVE_NICD,💎(200) شحن تصريح المستوي,2687608309,349,points,"4/6/2026, 7:49:53 PM",Delivered,kick
Houri5509,💎 شحن 110 جوهرة ,7390384594,399,points,"4/6/2026, 7:49:53 PM",Delivered,kick
cxv6,💎(200) شحن تصريح المستوي,13735630449,349,points,"4/6/2026, 7:49:53 PM",Delivered,kick
ALK_ABDOU7,💎(200) شحن تصريح المستوي,2687608309,349,points,"4/6/2026, 7:49:53 PM",Delivered,kick
Houri5509,💎 شحن 110 جوهرة ,7390384594,399,points,"4/6/2026, 7:49:53 PM",Delivered,kick
Abdullah18119,💎 شحن 110 جوهرة ,9290085817,399,points,"4/6/2026, 7:49:23 PM",Delivered,kick
Aminevvv1,💎 شحن 110 جوهرة ,2454455426,399,points,"4/6/2026, 7:49:23 PM",Delivered,kick
Mamdouhsamir2011,💎(200) شحن تصريح المستوي,",8668487275",349,points,"4/6/2026, 7:48:53 PM",Delivered,kick
HassanSayed1,💸 تحويل 50 جنيه كاش,01095205894,399,points,"4/6/2026, 7:48:53 PM",Delivered,kick
rachid1936,💎 شحن 110 جوهرة ,2470422117,399,points,"4/6/2026, 7:48:53 PM",Delivered,kick
HassanSayed1,💸 تحويل 50 جنيه كاش,01095205894,399,points,"4/6/2026, 7:48:53 PM",Delivered,kick
hkraoe,💎 شحن 110 جوهرة ,3376385542,399,points,"4/6/2026, 7:48:53 PM",Delivered,kick
jontiks,💎 شحن 110 جوهرة ,8773346816,399,points,"4/6/2026, 7:48:53 PM",Delivered,kick
Mohammed675805,💎(200) شحن تصريح المستوي,2402042717,349,points,"4/6/2026, 7:48:53 PM",Delivered,kick
nhggvj,💎 شحن 110 جوهرة ,8935159015,399,points,"4/6/2026, 7:48:23 PM",Delivered,kick
ITSMEABDO98,شعار الأوجي المميز ,,199,points,"4/6/2026, 7:48:23 PM",Delivered,kick
ZABIPPM,💎 شحن 110 جوهرة ,2186937954,399,points,"4/6/2026, 7:48:23 PM",Delivered,kick
mrhm1q,💎(200) شحن تصريح المستوي,7379228321,349,points,"4/6/2026, 7:48:23 PM",Delivered,kick
AntoniosX,💎 شحن 110 جوهرة ,8220721168,399,points,"4/6/2026, 7:48:23 PM",Delivered,kick
djixo4444,💎 (450) شحن عضوية اسبوعية,6175922537,799,points,"4/6/2026, 7:48:23 PM",Delivered,kick
hoyame16,💎(200) شحن تصريح المستوي,14879192068,349,points,"4/6/2026, 7:48:23 PM",Delivered,kick
Narut567,💎(200) شحن تصريح المستوي,8041186443,349,points,"4/6/2026, 7:48:23 PM",Delivered,kick
ABDO998,شعار الأوجي المميز ,,199,points,"4/6/2026, 7:48:23 PM",Delivered,kick
diy4,💎 شحن 110 جوهرة ,10811025797,399,points,"4/6/2026, 7:47:53 PM",Delivered,kick
seemr,💎 (450) شحن عضوية اسبوعية,7261883942 ممكن تشحنلي جواهر بزياده,799,points,"4/6/2026, 7:47:53 PM",Delivered,kick
0EGOD3OD,💎 شحن 110 جوهرة ,9944223287,399,points,"4/6/2026, 7:47:53 PM",Delivered,kick
iekejsoskkd,💎(200) شحن تصريح المستوي,9001299295,349,points,"4/6/2026, 7:47:53 PM",Delivered,kick
LG_ZAKI0,💎 (450) شحن عضوية اسبوعية,2573240718,799,points,"4/6/2026, 7:47:53 PM",Delivered,kick
Belelsjaknal,💎 شحن 110 جوهرة ,441007336,399,points,"4/6/2026, 7:47:53 PM",Delivered,kick
Abdelmajide_122,💎 (450) شحن عضوية اسبوعية,3212124688,799,points,"4/6/2026, 7:47:53 PM",Delivered,kick
mrhm1q,💎(200) شحن تصريح المستوي,7379228321,349,points,"4/6/2026, 7:47:53 PM",Delivered,kick
huda585,💎 شحن 110 جوهرة ,9606983684,399,points,"4/6/2026, 7:47:53 PM",Delivered,kick
yacineKINZO,💎 (450) شحن عضوية اسبوعية,9725238965,799,points,"4/6/2026, 7:47:23 PM",Delivered,kick
ABDO998,💎 شحن 110 جوهرة ,1279257868,399,points,"4/6/2026, 7:47:23 PM",Delivered,kick
Yassin22222222,💎 شحن 110 جوهرة ,10928830063,399,points,"4/6/2026, 7:47:23 PM",Delivered,kick
fatahsobartini,💎 (450) شحن عضوية اسبوعية,1163907837,799,points,"4/6/2026, 7:47:23 PM",Delivered,kick
28742296,💎(200) شحن تصريح المستوي,7416829309,349,points,"4/6/2026, 7:47:23 PM",Delivered,kick
aymanahil,💎 (450) شحن عضوية اسبوعية,Id 10950647461,799,points,"4/6/2026, 7:46:53 PM",Delivered,kick
MONTASER1234,💎 (450) شحن عضوية اسبوعية,7173588303,799,points,"4/6/2026, 7:46:53 PM",Delivered,kick
Absse999,💎 شحن 110 جوهرة ,2573240718,399,points,"4/6/2026, 7:46:53 PM",Delivered,kick
Aminir,💎 (450) شحن عضوية اسبوعية,2201925799,799,points,"4/6/2026, 7:46:53 PM",Delivered,kick
LAKCNk,💎 شحن 110 جوهرة ,8048871801,399,points,"4/6/2026, 7:46:53 PM",Delivered,kick
fiog6,💎(200) شحن تصريح المستوي,11431399523,349,points,"4/6/2026, 7:46:53 PM",Delivered,kick
drisssmayka,💎 (450) شحن عضوية اسبوعية,1163907837,799,points,"4/6/2026, 7:46:23 PM",Delivered,kick
djsjdkb,شعار الأوجي المميز ,,199,points,"4/6/2026, 7:46:23 PM",Delivered,kick
soufiankamali,💎 شحن 110 جوهرة ,1163907837,399,points,"4/6/2026, 7:46:23 PM",Delivered,kick
Aminevvv1,💎 شحن 110 جوهرة ,2454455426,399,points,"4/6/2026, 7:45:53 PM",Delivered,kick
Mohamed97789,💎 شحن 110 جوهرة ,3470503879,399,points,"4/6/2026, 7:45:23 PM",Delivered,kick
nnsn3n,💎 شحن 110 جوهرة ,9418522160,399,points,"4/6/2026, 7:44:53 PM",Delivered,kick
Zakaria7BEN,💎 شحن 110 جوهرة ,1322597916,399,points,"4/6/2026, 7:39:53 PM",Delivered,kick
islam_inspir1,💎(200) شحن تصريح المستوي,9248068446,349,points,"4/6/2026, 7:36:23 PM",Delivered,kick
f_a_d_y1,💎(200) شحن تصريح المستوي,14442362900,349,points,"4/6/2026, 7:35:53 PM",Delivered,kick
f_a_d_y1,💸 تحويل 50 جنيه كاش,01214084147,399,points,"4/6/2026, 7:35:23 PM",Delivered,kick
Sara2006iraqi,💎 شحن 110 جوهرة ,2075764159 كتبتلك فكره حلوه,399,points,"4/6/2026, 7:33:23 PM",Delivered,kick
ahmad005ahmas,💎(200) شحن تصريح المستوي,13596417776,349,points,"4/6/2026, 7:32:53 PM",Delivered,kick
bvhtfbhfv,💎(200) شحن تصريح المستوي,8286882603,349,points,"4/6/2026, 7:16:53 PM",Delivered,kick
PABLO_TOP1,💎(200) شحن تصريح المستوي,الاول حلوة لاكن لا تحط الحسبات في المتجر الاخضر,349,points,"4/6/2026, 7:13:23 PM",Delivered,kick
yossif_i,شعار الأوجي المميز ,,199,points,"4/6/2026, 7:09:23 PM",Delivered,kick
BotRix09,💎(200) شحن تصريح المستوي,9012511721,349,points,"4/6/2026, 7:04:23 PM",Delivered,kick
amineff_12,💎(200) شحن تصريح المستوي,14600601058,349,points,"4/6/2026, 7:03:53 PM",Delivered,kick
ALK_NICER,🍄‍🟫 شحن 60 شدة ببجي,52113655380 الاسم VIPMOAZGAMING1,399,points,"4/6/2026, 6:59:53 PM",Delivered,kick
HassanSayed1,💸 تحويل 50 جنيه كاش,01095205894,399,points,"4/6/2026, 6:59:23 PM",Delivered,kick
Flame12x,💎 شحن 110 جوهرة ,9630138305,399,points,"4/6/2026, 6:57:23 PM",Delivered,kick
MISSY12345,💎(200) شحن تصريح المستوي,13245230986,349,points,"4/6/2026, 6:55:23 PM",Delivered,kick
zakydob,💎(200) شحن تصريح المستوي,2906790565,349,points,"4/6/2026, 6:24:53 PM",Delivered,kick
ahmad005ahmas,💎(200) شحن تصريح المستوي,13596417776,349,points,"4/6/2026, 6:22:23 PM",Delivered,kick
walid_prv_999_i,💎(200) شحن تصريح المستوي,8972331250,349,points,"4/6/2026, 6:13:53 PM",Delivered,kick
Saad55saad,💎 شحن 110 جوهرة ,3253630009,399,points,"4/6/2026, 6:04:23 PM",Delivered,kick
kgkghh,💎 شحن 110 جوهرة ,9916778942,399,points,"4/6/2026, 5:56:23 PM",Delivered,kick
kgkghh,💎 شحن 110 جوهرة ,9916778942,399,points,"4/6/2026, 5:55:53 PM",Delivered,kick
PCH3,💎(200) شحن تصريح المستوي,9417445360,349,points,"4/6/2026, 5:50:23 PM",Delivered,kick
PCH3,💎(200) شحن تصريح المستوي,9417445360,349,points,"4/6/2026, 5:49:53 PM",Delivered,kick
PCH3,💎(200) شحن تصريح المستوي,9417445360,349,points,"4/6/2026, 5:49:53 PM",Delivered,kick
loulousousou,💎 (450) شحن عضوية اسبوعية,12602556317,799,points,"4/6/2026, 5:49:53 PM",Delivered,kick
adel455,💎(200) شحن تصريح المستوي,4780245468,349,points,"4/6/2026, 5:47:53 PM",Delivered,kick
LHOTGAMXx,💎(200) شحن تصريح المستوي,14519716252,349,points,"4/6/2026, 5:35:53 PM",Delivered,kick
Omarr_47p,💎 (450) شحن عضوية اسبوعية,9594968721,799,points,"4/6/2026, 5:34:23 PM",Delivered,kick
nordd2,💎 (450) شحن عضوية اسبوعية,11361109842,799,points,"4/6/2026, 5:32:53 PM",Delivered,kick
lo1t24,💎(200) شحن تصريح المستوي,12863239122,349,points,"4/6/2026, 5:05:23 PM",Delivered,kick
eldarsh1g8,💸 تحويل 50 جنيه كاش,01026710848,399,points,"4/6/2026, 5:00:53 PM",Delivered,kick
hamada_kaww,💎(200) شحن تصريح المستوي,2379899881,349,points,"4/6/2026, 4:20:53 PM",Delivered,kick
ghjkkhhh,💎 (450) شحن عضوية اسبوعية,6552129602,799,points,"4/6/2026, 4:06:53 PM",Delivered,kick
3ulta91,💎(200) شحن تصريح المستوي,1111724737377,349,points,"4/6/2026, 3:59:53 PM",Delivered,kick
Mohamed_Tarek2026,💎(200) شحن تصريح المستوي,1725839585,349,points,"4/6/2026, 3:56:53 PM",Delivered,kick
ABDOZIZZ,💎(200) شحن تصريح المستوي,7308613612,349,points,"4/6/2026, 3:55:23 PM",Delivered,kick
mihemed655385,💎(200) شحن تصريح المستوي,7056649129,349,points,"4/6/2026, 3:34:23 PM",Delivered,kick
gfdedvbbh,💎(200) شحن تصريح المستوي,2379899881,349,points,"4/6/2026, 3:20:53 PM",Delivered,kick
laith19191,💎(200) شحن تصريح المستوي,6980892524,349,points,"4/6/2026, 3:18:53 PM",Delivered,kick
Absse999,💎(200) شحن تصريح المستوي,2687608309,349,points,"4/6/2026, 3:12:53 PM",Delivered,kick
Mohamad09818,💸 تحويل 50 جنيه كاش,01286359017,399,points,"4/6/2026, 3:11:23 PM",Delivered,kick
sdouch,💎 شحن 110 جوهرة ,1724962905,399,points,"4/6/2026, 3:08:53 PM",Delivered,kick
sdouch,💎 شحن 110 جوهرة ,1836950310,399,points,"4/6/2026, 3:07:23 PM",Delivered,kick
dyanew_99,💎(200) شحن تصريح المستوي,❤️10275417692❤️,349,points,"4/6/2026, 3:04:23 PM",Delivered,kick
dyanew_99,💎(200) شحن تصريح المستوي,10275417692,349,points,"4/6/2026, 3:00:23 PM",Delivered,kick
ITSMEABDO98,💎 (450) شحن عضوية اسبوعية,1279257868,799,points,"4/6/2026, 2:52:23 PM",Delivered,kick
Siham_old_2006,💎 شحن 110 جوهرة ,id12347202127,399,points,"4/6/2026, 2:36:52 PM",Delivered,kick
leonkenedy67,🍄‍🟫 شحن 60 شدة ببجي,51774576836,399,points,"4/6/2026, 2:34:52 PM",Delivered,kick
ZAMASU_TV,💎 (450) شحن عضوية اسبوعية,2912484653,799,points,"4/6/2026, 2:33:22 PM",Delivered,kick
Loula_TV1,💸 تحويل 50 جنيه كاش,01092614867,399,points,"4/6/2026, 2:31:52 PM",Delivered,kick
halaneleyan175,💎(200) شحن تصريح المستوي,يا تمساح ممكن تشحنلي لفل 6 و لفل 10 تبع ليفل اب مشان اشتري بويا باس 10083110373,349,points,"4/6/2026, 2:27:52 PM",Delivered,kick
AminZone,💎(200) شحن تصريح المستوي,9406376931,349,points,"4/6/2026, 2:18:52 PM",Delivered,kick
zoro161130,💎 (450) شحن عضوية اسبوعية,10690193490,799,points,"4/6/2026, 2:18:22 PM",Delivered,kick
ebrahim_youssof,💸 تحويل 50 جنيه كاش,01021856401,399,points,"4/6/2026, 2:10:52 PM",Delivered,kick
ebrahim_youssof,💸 تحويل 50 جنيه كاش,01021856401,399,points,"4/6/2026, 2:10:22 PM",Delivered,kick
amineff_12,💎(200) شحن تصريح المستوي,14600601058,349,points,"4/6/2026, 2:09:52 PM",Delivered,kick
amineff_12,💎(200) شحن تصريح المستوي,14600601058,349,points,"4/6/2026, 2:08:52 PM",Delivered,kick
yonnes88,💎 شحن 110 جوهرة ,2573240718,399,points,"4/6/2026, 2:08:22 PM",Delivered,kick
iqd964,💸 تحويل 50 جنيه كاش,01286359017,399,points,"4/6/2026, 2:05:52 PM",Delivered,kick
OsamaAttallah,💸 تحويل 50 جنيه كاش,01018584001,399,points,"4/6/2026, 2:01:52 PM",Delivered,kick
muthanavv,💎(200) شحن تصريح المستوي,6496566834,349,points,"4/6/2026, 1:53:22 PM",Delivered,kick
nhkbg,💎(200) شحن تصريح المستوي,9810202615,349,points,"4/6/2026, 1:53:22 PM",Delivered,kick
GOTO_Tv,💸 تحويل 50 جنيه كاش,01092614867,399,points,"4/6/2026, 1:52:52 PM",Delivered,kick
ilyes_age,💎 (450) شحن عضوية اسبوعية,1241798644 هذي المرة الرابعة اشتري اتمنى يصل هذه المره وشكرا🩵,799,points,"4/6/2026, 1:51:52 PM",Delivered,kick
iqd964,💎(200) شحن تصريح المستوي,2687608309,349,points,"4/6/2026, 1:49:52 PM",Delivered,kick
hxhejdkdkhdjkfjfjjfhh,💎(200) شحن تصريح المستوي,12183751485,349,points,"4/6/2026, 1:44:52 PM",Delivered,kick
Anas889900,💎(200) شحن تصريح المستوي,2687608309,349,points,"4/6/2026, 1:42:52 PM",Delivered,kick
said_bouch,💎(200) شحن تصريح المستوي,7507960179,349,points,"4/6/2026, 1:40:22 PM",Delivered,kick
BRAHIM_ilove_faramayu,💎 (450) شحن عضوية اسبوعية,10324718802,799,points,"4/6/2026, 1:40:22 PM",Delivered,kick
abasgt,💎 (450) شحن عضوية اسبوعية,Id: 9283443134,799,points,"4/6/2026, 1:36:52 PM",Delivered,kick
Anas889900,💸 تحويل 50 جنيه كاش,01286359017,399,points,"4/6/2026, 1:36:22 PM",Delivered,kick
alialridaham,💎(200) شحن تصريح المستوي,12837536665,349,points,"4/6/2026, 1:36:22 PM",Delivered,kick
Zakaria7BEN,💎 (450) شحن عضوية اسبوعية,13074939705,799,points,"4/6/2026, 1:32:22 PM",Delivered,kick
ElHasnaoui777,💎 (450) شحن عضوية اسبوعية,6533233772,799,points,"4/6/2026, 1:32:22 PM",Delivered,kick
alialridaham,💎 (450) شحن عضوية اسبوعية,7399400487,799,points,"4/6/2026, 1:32:22 PM",Delivered,kick
contban,💎(200) شحن تصريح المستوي,9409958635,349,points,"4/6/2026, 1:30:52 PM",Delivered,kick
Hazard_69,💎 (450) شحن عضوية اسبوعية,1129085897,799,points,"4/6/2026, 1:30:22 PM",Delivered,kick
hoooussem,💎(200) شحن تصريح المستوي,6023274928,349,points,"4/6/2026, 1:29:52 PM",Delivered,kick
yuri_7_9,💎 (450) شحن عضوية اسبوعية,6533233772,799,points,"4/6/2026, 1:28:22 PM",Delivered,kick
hxhejdkdkhdjkfjfjjfhh,💎(200) شحن تصريح المستوي,12183751485,349,points,"4/6/2026, 1:28:22 PM",Delivered,kick
zakydob,💎(200) شحن تصريح المستوي,9780042080,349,points,"4/6/2026, 1:27:22 PM",Delivered,kick
ABDOZIZZ,💎(200) شحن تصريح المستوي,7308613612,349,points,"4/6/2026, 1:27:22 PM",Delivered,kick
PCH3,💎(200) شحن تصريح المستوي,9417445360,349,points,"4/6/2026, 1:23:22 PM",Delivered,kick
PCH3,💎(200) شحن تصريح المستوي,9417445360,349,points,"4/6/2026, 1:23:22 PM",Delivered,kick
zoro161130,💎(200) شحن تصريح المستوي,14834458392,349,points,"4/6/2026, 1:19:22 PM",Delivered,kick
fares4449,💸 تحويل 50 جنيه كاش,01061494344,399,points,"4/3/2026, 7:07:49 PM",Delivered,kick
a34aicloudcom,🍄‍🟫 شحن 60 شدة ببجي,51447328615,399,points,"4/3/2026, 6:55:49 PM",Delivered,kick
SaifAkrab,💎(200) شحن تصريح المستوي,9595650371,349,points,"4/3/2026, 6:33:49 PM",Delivered,kick
saifwisamCX,🍄‍🟫 شحن 60 شدة ببجي,5824484550,399,points,"4/3/2026, 6:29:19 PM",Delivered,kick
Obi212,💎(200) شحن تصريح المستوي,12251187693,349,points,"4/3/2026, 6:28:19 PM",Delivered,kick
itsdhia,💎(200) شحن تصريح المستوي,14180314239,349,points,"4/3/2026, 6:24:19 PM",Delivered,kick
gihdyidrihcdugd,💎(200) شحن تصريح المستوي,9578895297,349,points,"4/3/2026, 6:23:19 PM",Delivered,kick
567y,💎(200) شحن تصريح المستوي,9153188509,349,points,"4/3/2026, 6:11:49 PM",Delivered,kick
murd05,💎(200) شحن تصريح المستوي,2007660161,349,points,"4/3/2026, 6:10:19 PM",Delivered,kick
Abdelnour0,💎(200) شحن تصريح المستوي,7851057994,349,points,"4/3/2026, 6:09:49 PM",Delivered,kick
283652,💎(200) شحن تصريح المستوي,2173429873,349,points,"4/3/2026, 6:06:19 PM",Delivered,kick
Domenico_X_k2,💎(200) شحن تصريح المستوي,9142590989,349,points,"4/3/2026, 6:03:19 PM",Delivered,kick
Saif18024,💎(200) شحن تصريح المستوي,12191764420,349,points,"4/3/2026, 6:03:19 PM",Delivered,kick
taki_di,💎(200) شحن تصريح المستوي,7918505532,349,points,"4/3/2026, 5:57:49 PM",Delivered,kick
sulieman059,💎(200) شحن تصريح المستوي,9374407614,349,points,"4/3/2026, 5:56:19 PM",Delivered,kick
farouk1457,💎(200) شحن تصريح المستوي,4869997715,349,points,"4/3/2026, 4:40:19 PM",Delivered,kick
Cemil_asaa,💎(200) شحن تصريح المستوي,اتحداك لو انت مطور تدخل لحساب فري فاير وتطور لي اياه الادي 8571319629 ز تفضلي اك,349,points,"4/3/2026, 4:32:49 PM",Delivered,kick
WALlD689909,💎(200) شحن تصريح المستوي,10018913730,349,points,"4/3/2026, 4:29:49 PM",Delivered,kick
ridachar9i,💎(200) شحن تصريح المستوي,2760923125 اصدق متجر,349,points,"4/3/2026, 4:29:49 PM",Delivered,kick
RIB_LUFFY255,💎(200) شحن تصريح المستوي,13111625077,349,points,"4/3/2026, 4:13:49 PM",Delivered,kick
mihemed655385,💎(200) شحن تصريح المستوي,7056649129,349,points,"4/3/2026, 4:06:19 PM",Delivered,kick
Bassam1237y,💎(200) شحن تصريح المستوي,10394952715,349,points,"4/3/2026, 4:05:49 PM",Delivered,kick
H1a2i3d4a5r,🍄‍🟫 شحن 60 شدة ببجي,52376104563,399,points,"4/3/2026, 3:59:49 PM",Delivered,kick
nhkbg,💎(200) شحن تصريح المستوي,9810202615,349,points,"4/3/2026, 3:58:49 PM",Delivered,kick
contban,💎(200) شحن تصريح المستوي,9409958635,349,points,"4/3/2026, 3:58:19 PM",Delivered,kick
hamada_kaww,💎(200) شحن تصريح المستوي,2379899881,349,points,"4/3/2026, 3:56:49 PM",Delivered,kick
ameeeyn7,💎(200) شحن تصريح المستوي,2315674106,349,points,"4/3/2026, 3:56:19 PM",Delivered,kick
ZINOUZZ2009,💎(200) شحن تصريح المستوي,9862608356,349,points,"4/3/2026, 3:53:19 PM",Delivered,kick
YB7_YAHYA,💎(200) شحن تصريح المستوي,9788031497,349,points,"4/3/2026, 3:45:49 PM",Delivered,kick
kick_kick_1,💎(200) شحن تصريح المستوي,9734836553,349,points,"4/3/2026, 3:44:49 PM",Delivered,kick
Barhim126,💎(200) شحن تصريح المستوي,10591953348,349,points,"4/3/2026, 3:43:19 PM",Delivered,kick
Noumi9126845794,💎(200) شحن تصريح المستوي,9126845794,349,points,"4/3/2026, 3:42:49 PM",Delivered,kick
Mohamed_Tarek2026,💎(200) شحن تصريح المستوي,1725839585,349,points,"4/3/2026, 3:41:49 PM",Delivered,kick
Nawar099,💎(200) شحن تصريح المستوي,7322869900,349,points,"4/3/2026, 3:41:19 PM",Delivered,kick
aashhcdhj,💎(200) شحن تصريح المستوي,2379899881,349,points,"4/3/2026, 3:40:19 PM",Delivered,kick
hesham1H,💎(200) شحن تصريح المستوي,7176035965,349,points,"4/3/2026, 3:39:49 PM",Delivered,kick
Younes_XO_21,💎(200) شحن تصريح المستوي,15200112096,349,points,"4/3/2026, 3:37:49 PM",Delivered,kick
MHAMAD1T,💎(200) شحن تصريح المستوي,14048775915,349,points,"4/3/2026, 3:36:49 PM",Delivered,kick
venom84344646,💎(200) شحن تصريح المستوي,9889663133,349,points,"4/3/2026, 3:35:49 PM",Delivered,kick
